name,category,price,stock,description
"Silicon Clear Sealant Adhesive Tube 280ml",paint,260.00,60,"Waterproof acetoxy silicone sealant for glass, washbasins, and tile joints."
"Taparia Combination Pliers 8-inch",tools,245.00,20,"Insulated heavy-duty steel combination pliers for electrical wire cutting & holding."
"Taparia Nose Pliers 6-inch",tools,195.00,14,"Long-nosed pliers with side cutter, fully insulated handles for electric work."
"Adjustable Pipe Wrench 12-inch",tools,450.00,21,"Heavy-duty carbon steel pipe wrench with adjustable jaw for plumbers."
"Adjustable Pipe Wrench 18-inch",tools,780.00,5,"Extra long professional pipe wrench for heavy commercial water pipes."
"Hacksaw Frame with Blade 12-inch",tools,180.00,5,"Metal tubular hacksaw frame with tension adjustment and carbon steel blade."
"Hacksaw Spare Blades (Pack of 5)",tools,90.00,7,"High-speed flexible steel hacksaw replacement blades (24 TPI)."
"PVC Pipe Cutter 42mm",tools,380.00,19,"Heavy-duty ratchet action cutter for clean one-cut slicing of PVC/CPVC pipes."
"Digital Multimeter DT-830D",tools,299.00,10,"Compact digital tester for measuring AC/DC voltage, current, resistance & continuity."
"Neon Tester Screwdriver 500V",tools,45.00,9,"Electrical safety line test screwdriver with neon bulb indicator."
"Wire Stripper and Cutter 6-inch",tools,85.00,21,"Adjustable wire gauge stripper tool with spring-loaded lock."
"Taparia Screwdriver Set (Set of 6)",tools,340.00,23,"Includes flat-head and Philips screwdrivers with insulated green neon handles."
"Bosch Hammer Drill Machine 600W",tools,3250.00,8,"Reversible variable speed impact drill for concrete, wood, and metal installation."
"Drill Bits Set (15 pieces)",tools,450.00,12,"Assorted masonry, wood, and metal drill bits for concrete wall plugs."
"Insulation Tape Black (18mm x 8m)",other,12.00,1000,"Flame retardant PVC electrical insulation tape. Black."
"Insulation Tape Red (18mm x 8m)",other,12.00,600,"Flame retardant PVC electrical insulation tape. Red."
"Insulation Tape Yellow (18mm x 8m)",other,12.00,500,"Flame retardant PVC electrical insulation tape. Yellow."
"Insulation Tape Blue (18mm x 8m)",other,12.00,500,"Flame retardant PVC electrical insulation tape. Blue."
"Insulation Tape Green (18mm x 8m)",other,12.00,400,"Flame retardant PVC electrical insulation tape. Green/Ground."
"Cable Zip Ties 6-inch Black (Pack of 100)",other,45.00,300,"Nylon self-locking wire cable organizer ties. Length: 150mm."
"Cable Zip Ties 8-inch White (Pack of 100)",other,75.00,250,"Nylon self-locking wire cable organizer ties. Length: 200mm."
"Wall Plastic Plugs 6mm (Pack of 200)",other,35.00,400,"Expandable rawl wall plugs for wall mounting brackets."
"Wall Plastic Plugs 8mm (Pack of 150)",other,40.00,350,"Heavy-duty wall plugs for geyser and TV mounts."
"Drywall Screws Star Head 1.5-inch (Box of 200)",other,95.00,150,"Black phosphate-coated steel star drywall wood screws."
"Self Tapping Screws 1-inch (Box of 200)",other,80.00,180,"Stainless steel self-tapping sheet metal screws."
"Havells MCB Single Pole 16A C-Curve",other,185.00,80,"Miniature circuit breaker with overload and short circuit protection."
"Havells MCB Single Pole 32A C-Curve",other,195.00,70,"Miniature circuit breaker for air conditioners and power lines."
"Havells MCB Double Pole 63A Mains",other,480.00,40,"Double pole main circuit isolator breaker switch."
"PVC Junction Box 4-Way Modular",other,35.00,200,"Circular deep PVC junction terminal box for conduit pipes."
"PVC Pipe Elbow Joint 25mm (Pack of 10)",other,40.00,300,"90-degree curve PVC conduit pipe elbow couplings."
